league,game,half,timestamp,type,anonymized,predicted_res_0
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1836,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1818,substitution,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1857,substitution,"That's the end of the game for [PLAYER], who is replaced by [PLAYER] ([TEAM]).",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1782,,[REFEREE] blows his whistle and signals a foul after [PLAYER] ([TEAM]) brought his opponent down.,[REFEREE] blows for a foul after [PLAYER] ([TEAM]) was too aggressive in the battle for the ball.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1735,,[PLAYER] ([TEAM]) gets the ball and drives a shot high over the bar from the edge of the area.,[PLAYER] ([TEAM]) makes a yard for himself on the edge of the box but blazes the ball high over the bar.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1708,,"[PLAYER] ([TEAM]) has picked up a minor injury, but it looks like he will be able to continue.","[PLAYER] ([TEAM]) has picked up a minor injury, but it looks like he will be able to continue."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1588,,"What a great chance for [PLAYER] ([TEAM]). He times his jump superbly when he leaps high to meet a precise cross from the corner, directing his towering header inside the right post, but the goalkeeper denies him with a miraculous save.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag and signal for a corner kick to [TEAM].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1578,corner,[PLAYER] ([TEAM]) will deliver the corner kick.,"The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1566,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. The ball goes out of play. [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1511,substitution,Substitution. [PLAYER] walks off the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,The substitution has been made. [PLAYER] ([TEAM]) has replaced [PLAYER].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1465,,"[PLAYER] ([TEAM]) clearly handles the ball, but he is surprised when the referee blows his whistle.",[PLAYER] ([TEAM]) is forced to stop his attacking move after the flag goes up against him and he is booked for offside.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1389,,A cross is clipped into the penalty area by [PLAYER] ([TEAM]) but poses no threat.,[PLAYER] ([TEAM]) is forced to leave the pitch with an injury. He makes a way off the pitch and is replaced by [PLAYER].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1277,,"What a poor attempt! [PLAYER] ([TEAM]) drives another shot towards goal - this time from further out, but it couldn't have been worse if he had shot blindfolded. The ball goes into the stands.",[PLAYER] ([TEAM]) collects a pass and has an effort from the edge of the box. His poor shot sails high over the crossbar. The ball goes out of play and [TEAM] will have a goal kick.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1271,,"[PLAYER] ([TEAM]) whips the ball into the penalty area, but one of the defenders is alert and spanks it away.",[PLAYER] ([TEAM]) receives a pass and decides to smash the ball from long range. His poor effort sails high over the bar. The ball goes out of play and [TEAM] will have a goal kick.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1194,corner,"[PLAYER] ([TEAM]) launches a powerful cross from the corner into the box, but the ball is intercepted by the defender.","The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1171,,"[PLAYER] ([TEAM]) decides to strike the ball towards goal, but his effort fails to threaten the goalkeeper after being well blocked by one of the defenders. The referee and one of his assistants signal for a corner kick to [TEAM].","[PLAYER] ([TEAM]) is forced to pull out of a challenge by [PLAYER], who stops the attack. The referee blows his whistle, and [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1153,,"[PLAYER] ([TEAM]) whips the ball in from the long-range free kick, but the first man gets it clear.","The free kick is taken by [PLAYER] ([TEAM]), but ball is cleared."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1047,,[PLAYER] ([TEAM]) fouls an opponent. At least that's what referee [REFEREE] signals.,"[PLAYER] ([TEAM]) tries his luck with a shot over, but he fails to threaten the goal as it goes well wide of the left post."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1042,,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it.",[REFEREE] shows the yellow card to [PLAYER] ([TEAM]) for a heavy challenge.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,940,,"[PLAYER] ([TEAM]) controls the ball after receiving a lofted pass, but he blazes it into the stands. Such a quick situation requires a cool head.",[PLAYER] ([TEAM]) is caught offside as the linesman raises his flag.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,910,substitution,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,810,,"A precise low pass is received by [PLAYER] ([TEAM]), who makes a yard for himself on the edge of the box, but his poorly placed shot sails well over the bar.",[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box and unleashes a poor effort that goes well wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,675,y-card,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,623,,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and wasn't hesitate to blow for a penalty. [TEAM] will have a chance to score from the penalty spot.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2680,,[PLAYER] ([TEAM]) slams the ball from a long-range free kick. He should have curled it higher to avoid hitting the wall.,[PLAYER] ([TEAM]) will take the free kick.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2616,,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. It's a free kick to [TEAM] in a dangerous position.,[PLAYER] ([TEAM]) brings his opponent down with a tackle and [REFEREE] blows his whistle for a foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2570,,Another attempt to send the ball beyond the defence by [PLAYER] ([TEAM]) is thwarted and cleared to safety.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2516,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2438,,[PLAYER] ([TEAM]) makes an overly-aggressive challenge and [REFEREE] blows his whistle for a foul.,[PLAYER] ([TEAM]) is penalised after he badly fouls his opponent. [REFEREE] had a clear sight on it and blows for a foul.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2428,,"[PLAYER] ([TEAM]) unleashed a monstrous piledriver. He controlled a pass, glanced up at goal and shot from the edge of the box. It could have been a difficult one for the keeper, but the ball fortunately hit one of the defenders and ball bounced away.","[PLAYER] ([TEAM]) sends a cross into the box, but one of the defending players averts the threat."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2299,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too short and the defence clears."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2270,,"[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross into the box, but a defender averts the danger by intercepting the cross. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2207,,"[PLAYER] ([TEAM]) clips an inviting cross into the box, but there's no one in a position to get on the end of it.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too late and the 90 minutes are up. The referee points to the corner flag and it's a good opportunity for [TEAM] to threaten the opposition's goal."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2118,,"An accurate pass to the edge of the box is well taken by [PLAYER] ([TEAM]), whose instinctive shot towards goal flashes inches wide of the left post.","[PLAYER] ([TEAM]) shoots from the edge of the box, but his effort goes just wide of the left post."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2098,,"[PLAYER] ([TEAM]) breaks past challenges inside the box, but puts too much pace on his pass to  [PLAYER].","[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,2008,,"What a great touch by [PLAYER] ([TEAM])! He picks up a precise pass inside the box and immediately produces a shot towards the net. Unfortunately for him, his bullet only crashes against the crossbar.","[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box, but sends the ball just over the crossbar. The ball is off of the pitch and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1990,corner,The corner from [PLAYER] ([TEAM]) is cleared away by the defence.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1960,,"[PLAYER] ([TEAM]) crosses into the box from near the side line, but he doesn't connect as he wanted and it's cleared by the well-organized defence. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM].","[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players. The ball goes out of play. [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1874,,"[PLAYER] ([TEAM]) looks to break free, but his touch lets him down and he loses the ball.",[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1801,corner,"[PLAYER] ([TEAM]) sends a wonderful cross from the corner kick. However, the defence works perfectly to clear the ball and avert the threat.","[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1764,,[PLAYER] ([TEAM]) fashions a shot from the edge of the box after receiving an accurate pass. [PLAYER] makes a stunning save to stop the effort from flying into the right side of the goal. [TEAM] win a corner.,[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box. His effort goes narrowly wide of the left post.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1732,,"[PLAYER] ([TEAM]) takes a nice first touch to control a cross and shoots at goal from near the penalty spot, but his effort only hits the right-hand post!",[PLAYER] ([TEAM]) is forced to stay on the pitch after all as the referee decides it's only a yellow after all.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1488,soccer-ball,"Goal! [PLAYER] launched the corner kick and superbly found the head of [PLAYER] ([TEAM]), whose accurate effort from near the penalty spot went straight into the bottom left corner. It's 0:2.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball goes out of play. [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1468,,"[PLAYER] ([TEAM]) reacts well to get to the rebound and takes a shot from the edge of the box, but he fails to get the ball through the players standing between him and the goal. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.","[PLAYER] ([TEAM]) attempts to send over a cross in order to find one of his teammates, but an opposition defender averts the danger by intercepting the effort. [TEAM] force a corner. They send men into the box."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1462,corner,"[PLAYER] ([TEAM]) launches the ball from the resulting corner, but one of the defenders is first to the ball and deals with the threat.",[PLAYER] ([TEAM]) is about to take a corner kick.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1435,,"[PLAYER] ([TEAM]) wins some space for himself around the penalty spot and manages to produce a promising header. One of the defenders stops his effort before it gets to the goalkeeper, making him redundant. [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1354,,"[PLAYER] ([TEAM]) serves up a nice cross, but the defence clears the danger.","[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass and the ball goes into the stands behind the corner flag. The ball goes out of play and [TEAM] will have a chance to catch their breath."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,1148,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him well. The ball is off of the pitch and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,992,,"[PLAYER] ([TEAM]) attempts to find one of his teammates, but puts far too much on the pass and the chance is gone.",[PLAYER] ([TEAM]) collects a pass and has an effort from 20 metres out. His poor shot flies well wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM].
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,955,,"Good defending. [PLAYER] ([TEAM]) tries to find [PLAYER] inside the box, but the pass is cut out.","[PLAYER] ([TEAM]) sends a cross into the box, but it's far too close to [PLAYER], who smothered the ball. The ball is off of the pitch and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,804,corner,[PLAYER] ([TEAM]) fails to deliver a decent cross from the corner and the ball goes out of play.,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away. The ball goes behind for a corner. [TEAM] can continue in their attacking effort."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,779,,"[PLAYER] ([TEAM]) sends the ball into the box from the side of the pitch, but his cross is blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,704,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge.,"[REFEREE] blows the whistle, [PLAYER] ([TEAM]) is penalised for a foul. [TEAM] win a free kick and will be able to play it short or cross it in."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,1,622,,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away.",The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them quickly on the break.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2772,soccer-ball,"[PLAYER] feeds the ball through to [PLAYER] ([TEAM]), who picks up the pass inside the box and quickly sends it into the bottom left corner! The goalkeeper was helpless. 1:2!",[PLAYER] ([TEAM]) collects a precise pass inside the box and unleashes a shot towards the middle of the goal. [PLAYER] pulls off a great save to stop the effort.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2676,,[PLAYER] ([TEAM]) gets inside the penalty area and sends a powerful shot that almost ends inside the net. The keeper is alert and makes a good save.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2527,,"[PLAYER] ([TEAM]) collects a great pass inside the box and misses a golden opportunity. His low shot was directed into the middle of the goal, but the goalkeeper does well to stop his effort.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2401,substitution,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.,"The substitution is prepared. [PLAYER] ([TEAM]) joins the action as a substitute, replacing [PLAYER]."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2340,,One of the players from [TEAM] times his run too early and the referee blows his whistle for offside.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for his blatant foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2190,,"[PLAYER] ([TEAM]) jumps for a header from the resulting set piece, but it goes way wide of the right post.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] force a corner. Their opponents will face another attacking threat.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2166,,"[PLAYER] ([TEAM]) produces a long-range cannon of a shot after a nice pass. The ball heads towards the left post, but is stopped by a great save from [PLAYER] and the score remains the same. The ball goes out of play and [TEAM] have been awarded a corner kick.",[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box. His effort is blocked by a defender. The ball is out of play. [TEAM] win a corner kick.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2054,substitution,"That's the end of the game for [PLAYER], who is replaced by [PLAYER] ([TEAM]).",The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,2016,y-card,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1940,,"[PLAYER] ([TEAM]) takes a mid-range shot, but the ball sails high over the bar.","[PLAYER] ([TEAM]) receives a precise pass and takes a shot from inside the box, but it goes just wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1773,,"[PLAYER] sprays a wonderful pass out to [PLAYER] ([TEAM]), who cannot get enough power or direction to cause [PLAYER] problems and the goalkeeper is able to watch the ball go just wide of the right post.",[PLAYER] ([TEAM]) receives a precise low pass on the edge of the box and unleashes a shot that goes just wide of the right post.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1709,,"[PLAYER] ([TEAM]) receives a pass and decides to smash the ball from long range, but his poor effort sails high over the bar.","[PLAYER] ([TEAM]) receives a precise pass and takes a shot from the edge of the box, but it goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1681,substitution,[COACH] is forced to make a change. [PLAYER] is not able to carry on due to injury. He is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1626,substitution,"Substitution. [PLAYER] ([TEAM]) in, [PLAYER] out.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1512,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him.","[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The linesman makes the right call and it's a corner to [TEAM]."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1450,,[PLAYER] ([TEAM]) gets the ball and drives a shot high over the bar from the edge of the area.,[PLAYER] ([TEAM]) receives a precise pass and finds himself in a good position around the edge of the box. He unleashes a poor effort that sails high over the bar.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1328,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1210,,[PLAYER] ([TEAM]) attempts to test the goalkeeper after collecting a cross inside the penalty area. Luck doesn't appear to be on his side today as his attempt rattles the left post.,[PLAYER] ([TEAM]) makes a yard for himself after an accurate pass and takes a shot from inside the penalty area. His poor effort sails high over the bar.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1131,,"[PLAYER] ([TEAM]) tries to create a chance, but puts too much weight on his pass.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too short for any of his teammates. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1107,,"[PLAYER] ([TEAM]) whips the ball into the penalty area, but one of the defenders is alert and spanks it away.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away. The referee and one of his assistants both point at the corner flag. [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,1049,substitution,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) will replace [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,902,,"[PLAYER] ([TEAM]) clips a neat ball into the box in the direction of [PLAYER], but he can't get on the end of the pass.",[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box and unleashes a poor shot which goes high over the crossbar. The ball is off of the pitch and it's a goal kick for [TEAM].
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,862,,"[PLAYER] ([TEAM]) gets a shot away from distance, but wasn't really set to take it and fires high and wide.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence is alert to the threat and clears the danger. The ball is off of the pitch and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,2,707,,"[PLAYER] ([TEAM]) delivers a promising cross into the box, but it's cleared.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2677,,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.","[PLAYER] ([TEAM]) attempts to find one of his teammates with a pass from outside the box, but the opposition's defence is alert and cuts it out."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2555,,"What a poor attempt! [PLAYER] ([TEAM]) drives another shot towards goal - this time from further out, but it couldn't have been worse if he had shot blindfolded. The ball goes miles wide to the right.",[PLAYER] ([TEAM]) receives a precise low pass on the edge of the box and unleashes a shot that goes just wide of the left post. The ball goes out of play and [TEAM] will have a goal kick.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2497,y-card,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2319,y-card,The referee can't ignore those comments and [PLAYER] ([TEAM]) sees a yellow card for bad language.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2308,soccer-ball,"Goal! [PLAYER] produces a great pass that finds [PLAYER] ([TEAM]) inside the penalty area, who takes advantage of the situation to rifle a shot into the bottom right corner. 1:2.",[PLAYER] ([TEAM]) is given a yellow card by the referee after being judged to have pulled the shirt of one of the opposing players.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2227,soccer-ball-own,It's an own goal! [PLAYER] ([TEAM]) scores into his own net!,"[PLAYER] ([TEAM]) receives a precise pass inside the box from [PLAYER] ([TEAM]). He quickly shoots the ball towards the middle of the goal, but one of the defenders gets in the way and blocks the shot."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2161,,"What a poor attempt! [PLAYER] ([TEAM]) drives another shot towards goal - this time from further out, but it couldn't have been worse if he had shot blindfolded. The ball goes into the stands.",[PLAYER] ([TEAM]) collects a pass on the edge of the box and unleashes a shot which goes just wide of the left post.
